"insCode","instrumentID","cValMne","lVal18","cSocCSAC","lVal18AFC","lVal30","cIsin","dEven","flow","lSoc30","CGdSVal","cgrValCot","yMarNSC","cComVal","cSecVal","cSoSecVal","yVal"
"43700005955291201","IRO6MSKZ9971","MZ221","Mortgage Right9907","MSKZ","تسه9907","امتیاز تسهیلات مسکن مهر99","IRO6MSKZ9973","20230717","2","بانک مسکن","A","M1","NO","4","59","5910","307"
"43716452378323683","IRO3KZIZ0001","KZIZ1","Zarin Madan Co.","KZIZ","فزرین","زرین معدن آسیا","IRO3KZIZ0006","20230917","2","زرین معدن آسیا","A","1Z","NO","1","27","2720","303"
"43740308126125261","IRR1SNMA0101","SNMX1","Ind. & Mine Inv-R","SNMA","وصنعتح","ح . سرمایه  گذاری صنعت  ومعدن","IRR1SNMA0109","20190513","1","سرمایه گذاری توسعه صنعت وتجارت","A","N1","NO","1","56","5699","400"
"43744434426208107","IRB3MD020661","MD021","Maadiran2MRB270917","MD02","لوازم مادیران062","مرابحه مادیران-تاک060626","IRB3MD020667","20230917","2","مرابحه مادیران-تاک060626","A","17","NO","4","69","6911","306"
"43749359039031456","IRB3SN010121","SN1Q1","SabaNaft IJR220515","SN01","صبا1401","اجاره مهندسی صبا نفت14010225","IRB3SN010124","20221212","2","اجاره مهندسی وساختمانی صبا نفت","A","17","NO","4","69","6910","306"
"43754960038275285","IRX6XSNT0006","XSNT6","Industy Index","IDXS","شاخص صنعت6","شاخص صنعت","IRX6XSNT0009","20171212","1","شرکت شاخص","I","00","ID","6","X1","X1  ","68"
"43777880972938815","IRO3Z0810001","Z0811","Hamerz LifeINS","Z081","بهامرز","بیمه زندگی هامرز 50% تادیه","IRO3Z0810003","20230117","2","بیمه زندگی هامرز 50% تادیه","A","Z1","NO","5","66","6601","303"
"43781018754867729","IRO1SHFS0001","SHFS1","Fars Chem. Ind.","SHFS","شفارس","صنایع  شیمیایی  فارس","IRO1SHFS0004","20230917","1","صنایع  شیمیایی  فارس","A","N1","NO","1","44","4411","300"
"43801363961831435","IRB3EM0601A1","EM6Q1","EMobinIJROMI230109","EM06","مبین016","اجاره اعتماد مبین امید011019","IRB3EM0601A9","20221212","2","اجاره م-2 مبین امید14011019","A","17","NO","4","69","6910","306"
"43819666770836613","IRI3I0080001","I0081","Muscle Stre.Cone","I008","مخروط","مخروط تقویت کننده عضلات","IRI3I0080007","20180721","2","مخروط تقویت کننده عضلات","A","Z1","NO","5","76","7612","903"
"43899356698433325","IRO3ZF390001","ZF391","Emad Conductor","ZF39","عماد","نیمه هادی عماد","IRO3ZF390009","20180721","2","نیمه هادی عماد","A","Z1","NO","5","26","2610","303"
"43913530989262989","IRO7IBKZ0001","IBKZ1","Investment Bank","IBKZ","سمایه","بانک سرمایه","IRO7IBKZ0000","20230917","4","بانک سرمایه","A","P1","NO","7","57","5719","309"
"43930973050659953","IRR1VTAN0101","VTAX1","Vatan-Isfahan-R","VTAN","نوطنح","ح . وط ن اصفهان","IRR1VTAN0107","20081126","1","وط ن اصفهان","A","N4","NO","4","17","1711","400"
"43951910415124966","IRO3IRNZ0001","IRNZ1","Iranian Investment","IRNZ","وگستر","گسترش سرمایه گذاری ایرانیان","IRO3IRNZ0003","20230917","2","گسترش سرمایه گذاری ایرانیان","A","1Z","NO","1","56","5699","303"
"43957999447199101","IRO3MSZ94071","MK611","BANK MASKAN","MSKZ","تسه9407","امتیاز تسهیلات مسکن مهرماه 94","IRO3MSZ94074","20180721","2","بانک مسکن","A","Z1","NO","4","59","5910","303"
"43966385447049549","IRO3BMDZ0001","BMDZ1","Day Bime","BMDZ","ودی","بیمه  دی","IRO3BMDZ0007","20230917","2","بیمه دی","A","1Z","NO","1","66","6603","303"
"43969323260064775","IRB3OMAZ97A1","OMAQ1","MHD Tamadon 190111","OMAZ","مشهد971","مشارکت شهرداری مشهد1394-تمدن","IRB3OMAZ97A4","20221212","2","مشارکت شهرداری مشهد1394-تمدن","A","17","NO","4","69","6921","306"
"44013656953678055","IRO3NOLZ0001","NOLZ1","Iranol","NOLZ","شرانل","نفت ایرانول","IRO3NOLZ0001","20230917","2","نفت ایرانول","A","Z1","NO","3","23","2308","303"
"44034797904823034","IRR1CHIR0101","CHIX1","Irana Tile-R","CHIR","کچینیح","ح . چینی  ایران","IRR1CHIR0102","20100411","1","چینی  ایران","A","N1","NO","3","49","4993","400"
"44038862744004021","IRB3SAMZ9431","SAMQ1","SAMAN Bank","SAMZ","ساما1","اجاره سامان سه ماهه 20 درصد","IRB3SAMZ9439","20140721","2","اجاره سامان سه ماهه 20 درصد","A","Z1","NO","4","69","6910","306"
"44044099995610836","IRB3SL0405B1","SL041","Solico4MRB270206","SL04","کاله53","مرابحه سولیکو کاله کارون051117","IRB3SL0405B5","20230607","2","سولیکو کاله کارون","A","17","NO","4","69","6911","306"
"44052047028305231","IRO7SHIP0001","SHIP1","Shahin Plastic","SHIP","پشاهن","تولیدی پلاستیک  شاهین","IRO7SHIP0008","20230917","4","تولیدی پلاستیک  شاهین","A","P1","NO","7","25","2520","309"
"44085215605888444","IRI3I0150001","I0151","SHemSHad Brand","I015","شمشاد","علامت تجاری شمشاد(SHemSHad)","IRI3I0150008","20181007","2","علامت تجاری شمشاد(SHemSHad)","A","Z1","NO","5","76","7611","903"
"44136810697816619","IRO6MELZ0081","TM401","Melli Mortgage2111","MELZ","تملی008","تسهیلات مسکن ب.ملی-آبان1400","IRO6MELZ0084","20230702","2","تسهیلات مسکن بانک ملی ایران","A","M1","NO","4","59","5910","307"
"44153164692325703","IRO1GTSH0001","GTSH1","Goltash","GTSH","شگل","گلتاش","IRO1GTSH0002","20230918","1","گلتاش","A","N1","NO","1","44","4424","300"
"44157356183396652","IRO7KLAP0001","KLAP1","Commodity Exch.","KLAP","کالا","بورس کالای ایران","IRO7KLAP0008","20180721","2","بورس کالای ایران","A","P1","NO","7","67","6712","309"
"44166254491540191","IRR7TSUP0101","TSUX1","Torbat Sugar-R","TSUP","قتربتح","ح . قند تربت حیدریه","IRR7TSUP0100","20221126","4","قند تربت حیدریه","A","16","NO","7","38","3842","404"
"44187056333190584","IRB3MD060661","MD061","Maadiran6MRB270917","MD06","الکترومادیران063","مرابحه الکترومادیرا-تاک060626","IRB3MD060663","20230917","2","مرابحه الکترومادیرا-تاک060626","A","17","NO","4","69","6911","306"
"44275397707148088","IRO3MSZ92021","MK321","Bank Maskan","MSKZ","تسه9202","امتیازتسهیلات مسکن اردیبهشت 92","IRO3MSZ92029","20180721","2","بانک مسکن","A","Z1","NO","4","59","5910","303"
"44296315953738727","IRO7FAHP0001","FAHP1","Ahwaz Rolling Co","FAHP","فاهواز","نورد و لوله اهواز","IRO7FAHP0001","20230917","4","نورد و لوله اهواز","A","C1","NO","7","27","2710","309"
"44345102023100322","IRO7PPAP0001","PPAP1","Pars Pamchal","PPAP","شپمچا","پارس پامچال","IRO7PPAP0009","20230917","4","پارس پامچال","A","L1","NO","7","44","4422","309"
"44367107723927413","IRXZXFOD0006","XFOD6","IFB Food&Beverage","IDXS","خوراکی وآشامیدنی6","شاخص خوراکی و آشامیدنی فرابورس","IRXZXFOD0000","20180721","2","شرکت شاخص","I","00","ID","6","X1","X1  ","69"
"44384450315448120","IRR3KPEZ0101","KPEX1","KishParsian ECOM-R","KPEZ","تاپکیشح","ح.تجارت الکترونیک پارسیان کیش","IRR3KPEZ0104","20220418","2","تجارت الکترونیک پارسیان کیش","A","1Z","NO","1","72","7200","403"
"44394523826622650","IRR1GHOP0101","GHOX1","Ghoveh Pars-R","GHOP","بقوهح","ح . قوه  پارس","IRR1GHOP0102","20081126","1","قوه  پارس","A","N4","NO","4","31","3140","400"
"44411078630612905","IRO1OS060001","OS061","Boushehr Inv.","OS06","وسبوشهر","شرکت س استان بوشهر","IRO1OS060008","20230917","1","شرکت س استان بوشهر","A","N2","NO","5","56","5699","300"
"44445798535478768","IRR1PPRS0101","PPRX1","Pars Pump-R","PPRS","تپمپسح","ح . پمپ  پارس","IRR1PPRS0105","20081126","1","پمپ  پارس","A","N4","NO","4","29","2911","400"
"44549439964296944","IRO1KALA0001","KALA1","Commodity Exch.","KALA","کالا","بورس کالای ایران","IRO1KALA0001","20230917","1","بورس کالای ایران","A","N1","NO","1","67","6711","300"
"44558786393585356","IRT3SOXF0001","SOXF1","SabetOxygen ETF","SOXF","ثابت اکسیژن","ص.س.درآمد ثابت اکسیژن-د","IRT3SOXF0005","20230909","2","ص.س.درآمد ثابت اکسیژن","A","T1","NO","4","68","6812","305"
"44571627722410412","IRO1PMET0001","PMET1","Parsmetal","PMET","فمتال","پارس  متال","IRO1PMET0000","20090716","1","پارس  متال","A","N2","NO","5","27","2710","300"
"44593433916111602","IRB3BT0496A1","BT041","TreasuryBill180110","BT04","سخاب4","اسناد خزانه اسلامی961020","IRB3BT0496A5","20170918","2","اسناد خزانه اسلامی961020","A","I1","NO","4","69","6940","306"
"44615096489378579","IRO5SEMS0001","SEMS1","Setabran Inds &MIN","SEMS","ستبرا","صنعتی و معدنی ستبران","IRO5SEMS0004","20200919","2","صنعتی و معدنی ستبران","A","V1","NO","9","54","5499","313"
"44625249840480397","IRO3ASAZ0001","ASAZ1","Asia Seir Aras","ASAZ","حآسا","آسیا سیر ارس","IRO3ASAZ0005","20230917","2","آسیا سیر ارس","A","1Z","NO","1","60","6010","303"
"44661768248917647","IRR7AYNP0101","AYNX1","Ayandeh Bank-R","AYNP","وآیندح","ح. بانک  آینده","IRR7AYNP0102","20190908","4","بانک  آینده","A","C1","NO","7","57","5719","404"
"44665761767777759","IRO7TRKP0001","TRKP1","Abadgaran Kish","TRKP","گکیش","توریستی ورفاهی آبادگران کیش","IRO7TRKP0001","20230917","4","توریستی ورفاهی آبادگران کیش","A","P1","NO","7","55","5510","309"
"44678870441030319","IRR1KRIR0101","KRIX1","Irka Part -R","KRIR","خکارح","ح.ایرکا پارت صنعت","IRR1KRIR0100","20230114","1","ایرکا پارت صنعت","A","N1","NO","1","34","3430","400"
"44695788516448603","IRB3AL0205C1","AL021","AlborzNr.IJR270314","AL02","البرز05","اجاره ریلی البرز نیرو14051223","IRB3AL0205C5","20230607","2","تجهیزات ریلی البرز نیرو0512","A","17","NO","4","69","6910","306"
"44717433734548029","IRR1HPKO0101","HPKX1","Hepco-R","HPKO","تپکوح","ح . تولیدتجهیزات سنگین هپکو","IRR1HPKO0106","20110622","1","تولیدتجهیزات سنگین هپکو","A","N2","NO","5","29","2924","400"
"44718742270014054","IRO7SNJP0001","SNJP1","Sanandaj","SNJP","سنندج","تولید نیروی برق سنندج","IRO7SNJP0009","20120710","2","تولید نیروی برق سنندج","A","P1","NO","7","40","4010","309"
"44723997362573824","IRR1MAGS0101","MAGX1","Magsal Agri.-R","MAGS","زمگساح","ح . کشاورزی  ودامپروی  مگسال","IRR1MAGS0108","20230918","1","کشاورزی  ودامپروی  مگسال","A","N1","NO","3","01","0121","400"
"44788216709873141","IRR7MASP0101","MASX1","Maskan Invsest. -R","MASP","ومسکنح","ح. گروه سرمایه گذاری بانک مسکن","IRR7MASP0101","20131211","4","گروه سرمایه گذاری بانک مسکن","A","P1","NO","7","56","5699","404"
"44802346787824971","IRO7SRJP0001","SRJP1","Sarooj Boushehr","SRJP","ساروج","بین المللی ساروج بوشهر","IRO7SRJP0005","20211211","4","بین المللی ساروج بوشهر","A","P1","NO","7","53","5394","309"
"44803604983135337","IRB3MD030661","MD031","Maadiran3MRB270917","MD03","لوازم مادیران063","مرابحه مادیران-کیان060626","IRB3MD030666","20230917","2","مرابحه مادیران-کیان060626","A","17","NO","4","69","6911","306"
"44817366651685712","IRR1NCHN0101","NCHX1","Nam Chin-R","NCHN","چنمچیح","ح . نم چین","IRR1NCHN0109","20081126","1","نم چین","A","N4","NO","4","21","2109","400"
"44818950263583523","IRO3BDYZ0001","BDYZ1","Day Bank","BDYZ","دی","بانک دی","IRO3BDYZ0003","20230917","2","بانک دی","A","Z1","NO","3","57","5719","303"
"44834847569322522","IRO1CONT0001","CONT1","Iran Counter","CONT","آکنتور","کنتورسازی ایران","IRO1CONT0002","20220409","1","کنتورسازی ایران","A","N1","NO","3","33","3312","300"
"44846320603450383","IRO3FERZ0001","FERZ1","Ferrosil. Khomein","FERZ","فروسیل","فروسیلیسیم خمین","IRO3FERZ0007","20230917","2","فروسیلیسیم خمین","A","Z1","NO","3","27","2710","303"
"44850033148208596","IRO1CHCH0001","CHCH1","Chin Chin","CHCH","غچین","کشت  و صنعت  چین  چین","IRO1CHCH0008","20230917","1","کشت  و صنعت  چین  چین","A","N2","NO","5","42","4249","300"
"44891482026867833","IRO1SIPA0001","SIPA1","S*Saipa","SIPA","خساپا","سایپا","IRO1SIPA0001","20230917","1","سایپا","A","N2","NO","5","34","3410","300"
"44894482408367404","IRO3ZF660001","ZF661","Poly Nar","ZF66","پلینار","پلی نار","IRO3ZF660005","20180721","2","پلی نار","A","Z1","NO","5","44","4411","303"
"44895110556584998","IRB3SL0205B1","SL021","Solico2MRB270206","SL02","کاله51","مرابحه سولیکو کاله ملت051117","IRB3SL0205B9","20230607","2","سولیکو کاله ملت","A","17","NO","4","69","6911","306"
"44902394582885206","IRB4SG8304C1","G83Q1","SOV.GMR83.SP260311","SG83","اراد83","مرابحه عام دولت83-ش.خ041220","IRB4SG8304C8","20230607","2","مرابحه عام دولت83-ش.خاص0412","A","17","NO","4","69","6945","706"
"44907448892538613","IRO6MELZ01C1","TM491","Melli Mortgage2303","MELZ","تملی112","تسهیلات مسکن ب.ملی-اسفند1401","IRO6MELZ01C8","20230702","2","تسهیلات مسکن بانک ملی ایران","A","M1","NO","4","59","5910","307"
"44912505069682468","IRB3VR010761","VR011","Varian MRB 280828","VR01","واریان07","مرابحه واریان فارمد070607","IRB3VR010760","20230829","2","مرابحه واریان فارمد070607","A","17","NO","4","69","6911","306"
"44967158778304588","IRO1GSBE0001","GSBE1","S*Sabet Khorasan","GSBE","قثابت","قند ثابت  خراسان","IRO1GSBE0005","20230917","1","قند ثابت  خراسان","A","N2","NO","5","38","3842","300"
"44969149970836673","IRR1SGEN0101","SGEX1","Qayen Cement-R","SGEN","سقاینح","ح . سیمان  قائن","IRR1SGEN0103","20190430","1","سیمان  قائن","A","N2","NO","5","53","5394","400"
"44973596387994711","IRB3TB7701A1","TB771","TreasuryBill230109","TB77","اخزا902","اسنادخزانه-م2بودجه99-011019","IRB3TB7701A1","20220906","2","اسنادخزانه اسلامی-م2بودجه1399","A","I1","NO","4","69","6940","306"
"44986797317463049","IRO7SNOP0001","SNOP1","Novin cons. Inv","SNOP","وثنو","سرمایه گذاری ساختمانی نوین","IRO7SNOP0002","20230917","4","سرمایه گذاری ساختمانی نوین","A","P1","NO","7","56","5699","309"
"45042869458982253","IRB4SF520181","S52Q1","SOV.MNF52SP221109","SF52","افاد52","منفعت دولت5-ش.خاص سپهر0108","IRB4SF520188","20221212","2","منفعت دولت5-شرایط خاص سپهر","A","17","NO","4","69","6946","706"
"45050389997905274","IRO1VSIN0001","VSIN1","Sina Fin. Ins.","VSIN","وسینا","بانک سینا","IRO1VSIN0008","20230917","1","بانک سینا","A","N1","NO","3","57","5719","300"
"45062188442385800","IRO7FROP0001","FROP1","Firooza Co.","FROP","تفیرو","مهندسی فیروزا","IRO7FROP0003","20230917","4","مهندسی فیروزا","A","P1","NO","7","29","2915","309"
"45066064863062755","IRO7NZMP0001","NZMP1","Eng. Council","NZMP","ثنظام","س. ساختمانی نظام مهندسی ایران","IRO7NZMP0005","20230917","4","س. ساختمانی نظام مهندسی ایران","A","P1","NO","7","70","7010","309"
"45097391187425276","IRR1INFO0101","INFX1","Inf. Services-R","INFO","رانفورح","ح . خدمات انفورماتیک","IRR1INFO0104","20211009","1","خدمات انفورماتیک","A","N1","NO","3","72","7220","400"
"45104299259467366","IRR1OMID0101","OMIX1","Inv. Banking -R","OMID","امیدح","ح . تامین سرمایه امید","IRR1OMID0107","20221217","1","تامین سرمایه امید","A","N2","NO","5","67","6719","400"
"45114894022818184","IRR3IOMZ0101","IOMX1","MaadiranIndust-R","IOMZ","مادیراح","ح صنایع مادیران","IRR3IOMZ0109","20221030","2","صنایع مادیران","A","16","NO","3","26","2620","403"
"45118736321317244","IRO1JHRM0001","JHRM1","Power Gen. Jarom","JHRM","بجهرم","توسعه مولد نیروگاهی جهرم","IRO1JHRM0007","20171211","1","توسعه مولد نیروگاهی جهرم","A","N2","NO","5","40","4010","300"
"45174198424472334","IRO1RSAP0001","RSAP1","S*Rayan Saipa","RSAP","ولساپا","لیزینگ رایان  سایپا","IRO1RSAP0000","20230917","1","لیزینگ رایان  سایپا","A","N1","NO","1","58","5891","300"
"45196773570387202","IRB3EMSZ9531","EMSQ1","Ejare Maskan Co","EMSZ","صسکن","اجاره مسکن سه ماهه 20 درصد","IRB3EMSZ9534","20140721","2","اجاره مسکن سه ماهه 20 درصد","A","Z1","NO","4","69","6910","306"
